,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PROP_AGE
288,6716,0,901,106,1,1,3,4,0,2,0,0,2,4,4,4,4,267514,84076,7643255,37
289,4396,4,1160,184,1,1,3,4,1,0,2,0,0,4,4,2,3,426540,222156,8886250,19
290,3814,4,1570,170,2,2,4,2,1,1,2,1,0,3,5,3,3,243466,128140,6407000,8
291,1609,4,1476,167,2,2,4,0,0,0,2,2,4,4,3,4,4,576800,126896,11536000,32
292,1066,4,586,190,1,1,2,2,1,2,1,2,2,4,2,2,3,255984,85328,5333000,19
293,3341,4,1059,110,1,1,3,3,1,1,0,2,4,3,3,4,4,306121,188382,7849250,33
294,1889,5,1712,1,1,1,4,0,1,1,2,0,4,3,4,3,3,372538,262157,13797720,6
295,5957,0,847,7,1,1,3,4,0,2,2,0,3,2,2,2,2,284707,14985,7492300,39
296,1610,4,1192,152,1,1,3,2,0,1,2,1,2,4,4,3,4,235059,101503,5342250,23
297,6796,6,1942,126,3,2,5,4,1,0,0,1,4,4,3,2,3,583655,324253,16212650,25
298,4408,4,557,105,1,1,2,2,1,2,1,1,2,4,3,2,3,183695,94203,4710125,17
299,4701,6,1728,123,2,1,4,3,1,0,1,0,2,4,2,2,3,461853,283071,14898480,19
300,5187,6,1798,23,2,1,4,2,1,0,0,0,5,3,3,4,3,511811,204725,17060380,29
301,1565,4,1497,24,2,2,4,4,1,1,0,0,0,4,3,4,4,311929,76249,6931750,35
302,4884,2,1173,27,1,1,3,3,1,1,2,1,3,3,2,3,2,262285,24589,8196400,32
303,678,1,1640,198,1,1,4,4,1,0,2,1,3,3,3,4,3,495731,318684,17704670,36
304,5118,3,1747,82,2,1,4,4,1,2,2,2,4,2,4,3,3,377464,161770,10784680,17
305,3994,4,1342,183,2,2,4,0,1,0,1,1,2,4,2,2,3,287828,211074,9594250,43
306,6070,5,2000,31,2,1,5,1,0,1,2,1,5,4,3,2,3,435100,95178,13596890,27
307,6793,6,1987,158,3,2,5,2,0,2,2,0,3,3,3,2,3,423940,167345,11156320,11
308,4231,4,1567,2,2,2,4,2,0,2,0,0,1,4,2,4,3,247228,193147,7725875,17
309,2644,4,1188,187,1,1,3,4,0,0,0,1,5,2,4,3,3,373141,186571,9819500,34
310,2796,0,737,12,1,1,2,2,0,1,2,1,0,2,2,3,2,123814,54169,3869180,32
311,3251,4,785,63,1,1,2,1,1,2,2,2,1,2,5,2,2,251663,93642,5852625,13
313,6241,0,647,45,1,1,2,2,1,0,0,1,3,2,4,4,3,373407,76596,9574550,10
314,4161,4,1171,111,1,1,3,1,1,2,0,1,0,4,4,2,3,256310,134258,6102625,16
315,4977,3,2435,124,4,2,6,4,1,0,2,0,5,2,4,4,3,850347,364434,20246360,18
316,6808,6,1805,29,3,2,5,1,1,0,0,2,4,2,4,5,4,643358,237027,16930470,16
317,4298,4,1145,38,1,1,3,3,0,1,0,0,0,4,5,3,4,264492,82654,5510250,17
318,1574,4,971,15,1,1,3,3,0,1,0,2,4,2,2,2,2,287342,156732,6530500,28
319,4342,4,1657,78,2,2,4,0,1,2,2,0,4,3,2,3,3,507356,223237,10147125,39
320,6108,6,1638,16,2,1,4,1,1,1,2,1,3,4,3,4,3,300883,116471,9705900,5
321,3938,0,1284,141,2,2,4,3,1,0,1,2,4,3,2,4,3,531547,225505,16107475,5
322,1811,0,1273,66,2,2,4,0,0,2,1,1,0,2,3,3,3,231002,96872,7451690,6
323,490,2,1185,188,1,1,3,3,1,1,1,0,4,3,3,3,3,264238,111793,10163000,20
324,4869,5,1538,161,1,1,4,2,1,0,2,0,4,4,3,3,3,678193,368162,19376950,5
325,5322,3,1929,84,3,2,5,3,0,2,0,2,3,4,2,3,3,447655,81392,10173980,30
326,2630,3,1656,30,2,1,4,0,1,1,2,2,5,4,3,4,3,392764,163652,10910100,15
327,3804,0,1287,9,2,2,4,2,1,0,2,0,2,2,4,2,2,585531,135123,15013625,15
328,2530,5,1749,118,1,1,4,0,0,2,2,1,3,3,2,4,3,374829,152274,11713410,32
330,2029,5,1962,180,2,1,5,3,1,2,2,2,5,4,3,3,4,412438,222082,15862990,34
331,4727,3,1425,106,2,1,4,3,0,1,2,2,4,3,3,3,3,303705,69418,8677280,14
332,3891,4,884,11,1,1,2,3,1,0,2,2,2,4,2,3,3,323018,132520,8282500,26
333,234,2,1052,159,1,1,3,3,0,2,2,1,3,4,2,4,3,261582,103048,7926740,10
334,70,5,1756,12,1,1,4,4,0,1,2,0,4,5,5,3,4,483743,133029,12093570,31
335,1823,4,523,148,1,1,2,0,1,1,0,0,5,3,4,4,3,295600,118240,7390000,38
336,3317,6,1524,33,2,1,4,2,1,2,2,2,5,3,3,3,3,431078,187906,11053290,22
337,486,5,1949,137,2,1,5,4,1,2,2,1,5,3,2,2,2,448413,216974,14464930,43
338,2788,2,1263,61,2,1,4,1,0,2,2,0,4,4,3,2,3,276562,127644,10637010,22
339,4601,3,1917,106,3,2,5,2,1,1,0,2,4,2,4,3,3,342425,276149,11045960,18
340,5056,3,1401,100,2,1,4,4,0,1,2,2,3,2,4,3,3,370510,148204,7410200,20
341,31,2,723,8,1,1,2,2,0,2,0,0,5,2,4,5,3,242084,77813,8645860,17
342,5381,5,1660,156,1,1,4,3,0,0,2,2,3,4,3,4,4,551420,249028,17787740,37
343,1336,2,895,191,1,1,3,4,1,1,1,0,3,3,4,3,3,255443,93662,8514750,5
344,4825,1,1889,160,2,1,5,4,1,1,1,0,5,3,2,2,2,387549,83046,13841050,45
345,2902,2,1199,187,1,1,3,1,0,2,2,2,3,2,2,4,3,229015,27482,9160580,25
346,1291,4,782,95,1,1,2,1,1,0,0,1,2,3,3,3,3,319575,132507,7794500,14
347,893,1,1571,124,1,1,4,4,1,2,2,2,4,3,2,4,3,388396,64733,12946530,25
348,2239,3,1848,178,3,2,5,3,1,0,2,2,4,3,2,2,2,540032,381199,15883280,24
349,2889,2,1131,64,1,1,3,1,1,2,2,1,4,4,4,3,4,292600,121076,10089670,20
350,1231,4,1062,15,1,1,3,1,1,1,0,1,0,4,2,4,3,170744,112051,5335750,21
351,3432,3,1983,148,3,2,5,1,1,1,0,2,5,2,4,2,2,485075,254664,12126880,24
352,6183,6,1572,1,2,1,4,1,0,1,2,0,1,2,4,2,3,285791,65324,8165450,20
353,6209,1,1535,149,1,1,4,2,0,2,1,0,3,3,3,4,3,298603,206725,11484740,32
354,6327,5,1818,193,2,1,5,3,1,0,2,0,5,4,2,3,3,682767,154173,22024740,32
356,4302,3,2189,60,3,2,5,1,0,2,2,0,3,4,4,2,3,470803,253509,12071880,15
357,57,2,1203,171,2,1,4,4,0,0,0,1,4,2,4,3,3,426543,219734,12925550,17
358,4105,3,1610,140,2,1,4,4,1,0,0,0,5,2,2,4,3,677049,292362,15387480,24
359,3831,0,863,26,1,1,3,0,1,1,2,2,0,3,3,3,3,199110,59733,6637005,7
360,2175,4,985,61,1,1,3,4,0,2,0,0,4,2,4,2,2,238300,59575,7446875,20
361,1073,4,1623,47,2,2,4,0,0,0,0,2,3,4,2,4,3,489657,291463,11658500,38
362,3290,0,1019,153,1,1,3,4,0,1,1,0,1,3,3,3,3,213230,26654,6663435,29
363,3306,4,1575,4,2,2,4,2,1,1,2,2,5,3,3,4,3,455136,227568,9894250,9
364,6244,2,802,161,1,1,3,0,0,2,2,1,5,3,4,3,3,262960,47811,7968490,9
365,6263,5,1846,190,2,1,5,3,0,2,2,1,3,2,2,5,3,446535,173653,12403760,34
366,2628,2,759,131,1,1,2,1,0,2,0,2,4,4,4,3,3,252628,57045,8149280,15
367,1515,3,2060,159,3,2,5,0,0,0,2,2,4,3,3,4,3,704554,352277,16012600,30
368,1070,3,1503,183,2,1,4,4,1,2,2,0,5,4,4,3,3,478205,244663,11121040,19
369,3679,6,1853,17,3,2,5,4,1,1,2,1,4,4,4,2,3,302791,75698,9462230,49
370,798,5,1739,16,1,1,4,1,1,0,2,2,4,4,4,4,4,675760,286686,20477590,37
371,3384,4,766,38,1,1,2,2,1,0,2,2,5,4,2,2,2,271421,105066,8755500,50
372,6229,2,857,27,1,1,3,0,1,2,0,1,4,3,2,4,3,279562,127074,8471590,26
373,627,5,1887,108,2,1,5,4,0,1,1,0,5,3,4,2,3,325601,234433,13024030,39
374,1769,4,1502,98,2,2,4,3,0,1,2,1,5,2,2,2,2,361471,147875,8215250,7
375,5092,6,1568,109,2,1,4,2,0,2,2,1,0,3,2,4,3,235388,114513,6361850,30
376,6424,2,918,190,1,1,3,4,0,0,2,1,5,3,2,4,3,327879,32788,10929300,22
377,5083,0,1289,70,2,2,4,3,0,0,0,0,3,3,3,2,2,512208,87807,14634500,40
378,3113,3,1941,34,3,2,5,1,0,2,2,0,5,3,3,3,3,550279,220112,12228420,20
379,6807,6,1730,146,2,1,4,0,1,2,2,1,4,2,4,2,3,409282,157416,10494410,23
380,7019,6,1513,128,2,1,4,3,1,0,1,0,0,2,3,4,3,494026,86454,12350640,27
381,6775,6,1762,142,2,1,4,2,1,1,2,1,3,2,2,4,3,308417,63498,9071080,24
382,908,1,1970,65,2,1,5,4,1,1,0,1,3,2,4,3,3,361076,112058,12450910,33
383,4006,6,1702,129,2,1,4,0,0,0,2,1,2,4,2,2,2,476800,207836,12225650,45
384,6940,6,1726,19,2,1,4,4,0,1,2,1,1,2,3,3,3,217748,122484,6804640,21
385,544,2,1243,164,2,1,4,2,1,0,2,0,4,2,3,4,3,433864,108466,15495150,9
386,6997,6,1550,53,2,1,4,4,1,0,1,0,0,3,2,3,2,435984,236677,12456680,14
387,3790,3,1830,123,3,2,5,1,1,0,0,0,3,3,2,3,2,636179,342558,16312280,14
388,2307,4,1435,76,2,2,4,0,1,1,2,0,5,3,3,4,4,341364,195065,9753250,33
389,3803,6,1729,105,2,1,4,4,1,2,1,2,3,4,4,2,3,350782,116927,10629750,5
390,6500,5,1572,113,1,1,4,1,1,0,0,0,5,2,2,4,3,807919,207159,20715860,18
391,2513,2,1145,74,1,1,3,1,1,0,2,0,3,4,2,2,3,386024,185864,14297200,16
392,112,2,1043,143,1,1,3,0,1,2,1,1,3,3,3,2,3,224570,66539,8317410,30
393,4615,4,1332,137,1,1,3,3,0,2,2,2,5,3,3,4,3,346983,140446,8261500,44
394,1678,4,608,41,1,1,2,2,1,0,1,1,2,4,3,2,3,229631,99300,6206250,15
395,2333,0,676,67,1,1,2,4,1,0,2,1,2,3,2,2,2,319218,16801,8400465,31
396,3946,6,1685,175,2,1,4,1,1,2,2,0,3,3,3,5,4,355338,177669,11104320,36
397,6153,0,658,175,1,1,2,1,0,2,2,0,1,3,4,3,3,237272,36503,6083885,39
398,6047,2,1008,99,1,1,3,1,0,2,2,2,4,5,4,3,4,247412,106034,8836160,32
399,3922,1,1924,36,2,1,5,2,0,2,1,1,5,3,2,5,3,463081,95340,13620040,31
400,4968,3,2112,77,3,2,5,1,0,0,2,0,3,2,3,2,2,804310,351886,16756460,13
401,4192,2,917,177,1,1,3,3,1,0,2,0,3,2,2,4,3,321029,95120,11889950,37
403,2784,1,1694,161,1,1,4,0,1,2,0,2,4,4,2,3,3,548144,154605,14054970,20
404,6052,1,1625,192,1,1,4,1,1,0,0,1,3,4,5,4,4,696012,128213,18316110,43
405,675,1,1882,45,2,1,5,3,1,2,0,1,4,2,3,4,3,590474,221428,14761860,5
406,561,5,1924,80,2,1,5,3,1,0,0,1,5,2,2,2,2,575205,287602,22123260,23
407,835,2,894,89,1,1,3,0,0,0,2,1,5,2,4,2,3,337354,97942,10882400,28
408,1468,4,904,82,1,1,3,3,1,2,2,1,4,2,4,3,3,260794,89219,6863000,40
409,2967,0,1279,190,2,2,4,1,0,1,2,0,3,4,3,5,4,362338,137101,9792910,34
410,1217,6,1547,23,2,1,4,0,0,2,1,0,5,4,3,2,3,343080,201812,10090590,47
411,3702,4,626,193,1,1,2,2,0,1,0,2,3,4,3,3,3,248565,45655,5072750,25
412,146,5,1673,32,1,1,4,4,0,2,2,1,5,4,4,3,3,389002,194501,12156320,44
413,478,2,1296,65,2,1,4,4,1,2,2,0,3,4,3,2,3,354454,85928,10741020,14
414,5270,3,2194,73,3,2,5,4,0,0,2,0,3,2,3,4,3,722637,201666,16805520,6
415,2006,3,1678,200,2,1,4,4,0,0,2,2,4,4,3,3,3,475514,271722,13586120,16
416,1125,2,702,190,1,1,2,1,1,1,1,1,5,2,2,3,2,216575,136362,8021300,18
417,5849,0,1067,55,1,1,3,4,1,1,1,1,3,2,3,3,3,270654,63683,7960405,27
418,3740,2,980,90,1,1,3,2,1,0,2,2,3,4,3,2,3,308031,189558,11847350,25
419,5037,3,1989,185,3,2,5,1,1,1,2,2,5,2,3,2,2,407510,191770,11985600,20
420,76,2,1257,163,2,1,4,3,0,0,2,2,4,4,2,5,3,413654,110308,13788450,35
421,54,2,1069,55,1,1,3,3,1,2,0,0,3,2,4,4,4,302408,110883,10080280,21
422,1776,4,606,86,1,1,2,0,0,0,2,1,4,2,4,3,3,262590,85342,6564750,13
423,2236,4,1449,49,2,2,4,4,1,1,2,0,4,3,2,4,3,354460,203815,8861500,36
424,4168,4,1154,170,1,1,3,2,0,1,2,2,5,3,4,5,4,236400,70920,7880000,12
425,2601,0,927,72,1,1,3,2,0,0,2,0,5,4,5,2,3,469267,63414,12682895,33
426,2735,4,1613,151,2,2,4,2,1,2,1,0,4,4,4,4,4,335598,183053,10169625,31
427,5295,6,1851,106,3,2,5,1,1,1,0,0,5,4,4,2,4,442487,95673,11959100,55
428,6547,6,1511,128,2,1,4,2,0,0,2,1,1,2,3,2,2,405284,166270,10391900,45
429,1308,3,1765,6,2,1,4,0,0,2,2,2,3,2,5,3,3,345539,177439,9338880,29
430,2093,4,1238,63,1,1,3,3,1,0,1,1,5,4,2,4,3,430531,283244,11329750,17
431,283,2,934,3,1,1,3,2,1,1,1,0,3,5,3,2,3,211726,118567,8469050,23
432,592,2,754,92,1,1,2,2,1,1,2,2,4,4,3,2,3,238880,107881,7705800,36
433,1176,5,1736,60,1,1,4,4,1,2,0,2,4,2,2,3,2,365487,182743,14057180,10
434,5950,2,980,18,1,1,3,0,1,1,2,0,3,3,4,3,3,284510,43108,8621500,33
435,2100,4,1299,114,1,1,3,1,0,0,2,2,2,3,4,2,3,336186,177432,9338500,46
436,3987,4,849,118,1,1,2,3,0,2,2,2,3,3,2,4,3,204080,90702,5668875,36
438,558,5,1634,11,1,1,4,4,1,1,2,2,5,4,3,2,3,432829,190954,12730270,31
439,2897,4,1320,57,1,1,3,1,1,0,2,2,2,2,2,4,3,332145,177144,11071500,6
440,1888,2,769,69,1,1,2,1,1,1,1,1,3,2,2,3,2,203326,36308,7261650,7
441,1426,4,1150,32,1,1,3,4,1,1,2,0,2,2,3,3,3,223424,69820,6982000,32
442,6575,2,908,39,1,1,3,3,0,2,0,2,3,4,2,4,3,188674,37735,7546960,36
443,4468,4,1668,141,2,2,4,0,1,0,1,0,3,3,2,3,3,423166,218408,13650500,6
444,5396,3,1990,149,3,2,5,1,0,1,2,0,3,5,2,4,3,351520,117173,10652120,6
445,714,1,1857,28,2,1,5,3,0,2,2,0,3,3,4,4,4,454873,66893,13378610,35
446,4582,3,2061,115,3,2,5,4,1,0,2,0,4,2,2,2,2,725167,397115,17265880,14
447,5588,3,1668,14,2,1,4,0,0,1,0,0,4,4,4,3,4,492186,231026,10044620,11
448,3643,3,1444,198,2,1,4,3,0,1,0,0,4,3,5,3,3,347841,173921,9153720,26
449,165,2,1121,106,1,1,3,4,1,2,2,2,3,2,4,2,3,245417,54537,9089520,29
450,5247,3,1514,4,2,1,4,3,1,1,2,2,3,5,4,3,4,326724,154286,9075660,23
451,5183,2,1256,34,2,1,4,0,1,1,0,1,4,2,2,4,2,318650,139409,9957800,4
452,4531,4,672,103,1,1,2,0,1,2,2,1,3,3,3,5,4,232210,127716,5805250,19
453,5782,0,908,112,1,1,3,2,1,0,0,0,4,4,4,2,3,405702,157046,13087155,37
454,2984,4,1631,22,2,2,4,3,1,1,1,2,4,4,2,4,3,428444,149024,9314000,18
455,5057,0,1001,58,1,1,3,3,1,2,0,0,4,3,3,2,3,410816,126405,10533755,37
456,6653,6,1618,8,2,1,4,3,0,0,0,2,0,4,4,3,4,458492,91698,11462310,48
457,1622,3,2340,129,4,2,6,1,1,2,2,2,3,3,3,4,3,569721,284860,12948200,20
458,1360,4,1159,121,1,1,3,1,0,2,2,1,3,2,4,4,3,295182,67646,6149625,50
459,2059,6,1775,43,2,1,4,0,1,2,0,2,3,3,4,4,4,430232,165474,11031600,25
460,3386,2,1008,30,1,1,3,4,0,0,2,0,5,3,2,3,2,317826,152557,12713050,19
461,3737,6,1563,57,2,1,4,3,1,0,0,2,5,4,4,2,3,563931,156647,15664740,12
462,1923,3,1723,35,2,1,4,3,1,1,0,0,4,2,2,5,3,518214,247841,11265520,6
463,6722,6,1543,55,2,1,4,3,0,0,1,1,5,3,4,2,3,425726,206413,12900790,47
464,6577,2,1231,161,2,1,4,1,0,2,1,0,4,4,2,3,3,287600,143800,10271420,29
465,604,5,1995,111,2,1,5,2,0,2,2,2,4,3,3,3,3,396336,113239,14154840,32
466,2905,3,2113,28,3,2,5,1,0,2,2,2,5,4,4,2,3,535058,304011,12160420,28
467,240,5,1849,93,2,1,5,4,1,0,2,0,5,2,3,3,2,817115,375431,22084180,24
468,2425,2,1095,144,1,1,3,1,1,2,2,2,3,5,4,2,4,308554,139347,9953350,12
469,2460,4,1057,187,1,1,3,1,0,0,2,2,3,3,3,4,3,307598,175770,8788500,46
470,4429,4,841,187,1,1,2,4,1,1,2,0,2,4,2,3,3,194254,100260,6266250,25
471,2570,0,693,80,1,1,2,1,1,1,1,0,1,3,3,4,3,268301,75675,6879510,34
472,793,1,1666,173,1,1,4,4,0,1,0,0,4,4,3,3,3,383721,71948,11991280,24
473,2982,5,1517,131,1,1,4,1,1,0,0,0,5,4,4,3,3,653989,217996,19817860,43
474,5893,1,1854,72,2,1,5,2,0,0,0,0,3,4,2,2,2,553458,237196,19766360,43
475,5121,0,789,117,1,1,2,0,0,0,0,2,0,4,4,2,3,315825,113373,8098070,38
476,4670,2,760,24,1,1,2,0,1,1,1,2,4,3,3,4,3,223398,41370,8274000,4
477,5717,2,1137,29,1,1,3,2,0,2,0,2,3,4,2,4,3,276289,53475,8912540,11
478,92,1,1687,6,1,1,4,2,1,0,1,0,3,3,3,3,3,725563,196098,19609810,13
480,3776,4,1662,154,2,2,4,0,0,0,0,0,3,2,4,4,3,628450,128255,12825500,14
481,4712,0,1065,75,1,1,3,1,0,2,2,2,2,4,5,3,4,339978,69739,8717385,19
482,4787,3,1621,101,2,1,4,2,0,2,2,2,5,3,4,2,3,446769,129067,9928200,29
483,3911,2,703,60,1,1,2,3,1,2,2,1,5,2,4,4,3,255188,57623,8231860,21
484,107,2,1221,62,2,1,4,0,0,2,2,0,4,2,2,4,2,324498,167166,9833270,34
485,1612,3,1577,22,2,1,4,2,0,0,2,0,3,4,2,3,3,517819,172606,13277420,11
486,3651,2,989,193,1,1,3,3,1,2,2,2,5,4,4,2,3,350260,74298,10613930,4
487,3055,3,1368,6,2,1,4,1,1,2,0,0,4,3,4,4,3,453664,259236,10801520,28
488,5775,3,2365,128,4,2,6,2,1,0,2,2,4,2,3,3,3,726866,149101,18637600,30
489,9,1,1525,119,1,1,4,3,0,0,0,2,4,4,3,5,4,526998,245932,17566590,32
490,1314,0,1180,63,1,1,3,1,1,1,2,2,2,2,3,3,2,347711,122169,9397585,19
491,3267,4,1122,58,1,1,3,0,0,2,2,0,2,3,5,4,4,248013,82671,6889250,18
492,2882,1,1775,152,1,1,4,4,1,0,0,2,3,2,4,2,2,565848,331704,19512010,33
493,4194,1,1877,47,2,1,5,2,0,2,0,1,4,4,2,2,3,418064,156774,13064510,30
494,6371,2,760,127,1,1,2,0,0,1,0,0,5,4,2,2,3,209669,50321,8386750,17
495,5088,3,2297,51,4,2,6,2,0,2,0,2,3,3,3,2,3,370230,231394,11569680,17
496,1120,4,787,43,1,1,2,4,1,2,2,0,4,4,2,4,3,383443,117381,7825375,9
497,2403,3,2317,37,4,2,6,0,0,1,2,2,3,5,4,2,3,462095,262554,10502160,28
498,4518,4,749,187,1,1,2,2,1,1,2,0,1,3,3,3,3,232584,47574,5286000,34
499,4913,6,1616,188,2,1,4,2,0,1,2,2,5,4,3,2,3,313415,195885,9794230,14
500,1306,0,1284,199,2,2,4,0,1,1,2,2,3,2,2,2,2,336110,148284,9885575,25
501,701,2,756,176,1,1,2,0,1,0,1,1,5,3,4,2,3,314343,104781,10478100,38
502,5371,2,1238,132,2,1,4,3,0,1,1,2,5,3,4,2,3,299069,65421,9345900,34
503,425,2,1236,41,2,1,4,0,1,1,2,2,3,3,2,4,3,307364,111769,9314050,31
504,2525,5,1664,108,1,1,4,3,0,2,0,2,5,2,4,4,3,516824,119267,13251910,42
505,421,1,1537,37,1,1,4,3,0,0,2,2,5,3,4,3,3,476629,293310,18331880,19
506,6860,6,1731,184,2,1,4,4,0,0,2,2,3,2,4,4,3,539147,242616,13478680,44
507,3754,2,929,39,1,1,3,1,1,1,2,2,3,3,4,3,3,293944,35630,8907400,4
508,5573,2,786,21,1,1,2,3,0,1,1,0,5,3,4,3,3,212831,122787,8185800,20
509,4391,4,1370,178,2,2,4,1,1,2,2,2,3,3,2,5,3,401511,146004,9125250,14
510,3305,4,1685,58,2,2,4,0,0,1,2,0,1,3,4,2,3,290756,166146,6922750,39
511,5239,5,1549,77,1,1,4,1,0,1,2,2,5,4,3,4,4,461079,97069,12133650,30
512,266,1,1539,107,1,1,4,1,1,0,1,2,3,3,3,2,2,709816,91002,18200410,18
514,5942,2,918,131,1,1,3,4,1,0,2,2,3,4,4,2,3,376402,70575,11762550,5
515,4413,2,774,50,1,1,2,0,1,2,0,2,5,2,3,5,3,227610,63731,9104380,36
516,5399,2,1072,36,1,1,3,4,0,0,0,0,3,4,2,3,3,370014,47744,11935950,37
517,5923,2,1239,59,2,1,4,1,1,2,1,0,3,3,3,4,3,282909,65287,10881130,22
518,1621,3,1362,96,2,1,4,1,0,0,2,0,3,2,3,3,3,376549,230788,12146740,27
519,334,5,1785,128,1,1,4,4,1,2,2,0,4,3,2,2,2,437999,169548,14128990,32
520,5154,3,2181,104,3,2,5,2,1,1,2,0,4,4,4,2,3,354642,118214,11821400,30
521,5781,3,2033,99,3,2,5,0,1,2,2,2,5,3,4,4,3,438509,162875,12528840,29
522,4002,0,952,167,1,1,3,4,0,0,2,0,1,3,4,4,4,422082,158281,10552045,23
523,0,2,1066,176,1,1,3,0,0,0,0,1,5,4,3,2,3,409401,62031,12406100,30
524,5809,2,1153,58,1,1,3,4,1,0,0,2,5,2,4,2,3,460074,230037,14377300,30
525,1526,6,1849,190,3,2,5,4,1,1,1,1,3,4,4,3,3,322572,123336,9487400,15
526,4515,4,1095,190,1,1,3,4,1,1,1,1,2,2,3,2,2,246263,65670,5472500,32
527,4947,0,1100,135,1,1,3,4,1,2,0,1,5,4,2,3,3,369104,10253,10252895,33
528,2464,0,1300,72,2,2,4,0,0,1,0,0,5,2,2,3,3,439572,65936,10989305,27
529,1789,5,1806,12,2,1,5,3,0,1,0,2,3,4,2,4,3,426177,153897,11838240,32
530,6314,1,1897,167,2,1,5,2,0,1,2,2,4,2,3,2,2,492338,164113,12624040,12
531,6438,2,1121,158,1,1,3,4,0,1,0,0,3,2,3,4,3,215489,132609,8288050,23
532,6708,0,985,50,1,1,3,4,0,0,2,2,4,4,2,4,3,392828,71423,11903865,31
533,6867,6,1782,13,2,1,4,0,1,2,0,0,1,2,2,2,2,308222,154111,10274050,20
534,1934,1,1582,198,1,1,4,1,0,0,1,2,3,2,2,3,2,434969,121791,17398770,26
535,6354,2,1225,72,2,1,4,0,1,1,2,1,4,2,4,5,4,300096,48403,9680500,6
536,3153,3,1727,25,2,1,4,1,1,1,2,0,5,5,4,3,4,379362,118551,11855060,23
537,6983,6,1712,29,2,1,4,1,1,0,1,2,4,3,3,4,3,618119,110944,15849210,18
538,6704,0,1089,82,1,1,3,2,1,2,2,1,2,2,5,3,3,326257,85857,8585715,21
539,2028,6,1532,80,2,1,4,2,0,0,1,2,2,4,2,2,3,423724,229040,11452010,53
540,1981,3,1301,103,1,1,3,0,1,2,0,0,3,2,2,3,2,348318,232212,9675500,14
541,5346,0,812,180,1,1,3,0,0,2,0,1,2,2,2,2,2,251434,50287,6285850,30
542,3420,2,863,113,1,1,3,2,0,1,0,0,4,5,2,2,3,242226,125020,7813750,37
543,3574,6,1686,78,2,1,4,3,1,1,2,1,5,2,2,5,3,312940,100948,10094840,32
544,1309,4,1332,146,1,1,3,3,0,0,2,2,5,4,2,4,3,449430,235951,11235750,37
545,831,2,969,184,1,1,3,3,1,0,0,0,5,2,2,2,2,420241,149118,13556150,37
546,3972,0,1300,77,2,2,4,3,0,1,2,2,3,3,3,3,3,333885,135359,9023925,35
547,1146,4,593,101,1,1,2,3,1,2,1,0,0,2,4,2,2,175082,87541,4863375,14
548,2469,2,809,56,1,1,3,0,0,1,2,2,3,4,2,4,3,201847,110690,6511200,36
549,2346,4,1105,138,1,1,3,3,1,2,2,1,3,4,4,3,4,345512,90134,7511125,7
550,4466,4,542,178,1,1,2,3,0,2,2,2,0,4,3,4,4,126567,48216,3013500,35
551,3836,4,1608,10,2,2,4,0,0,1,1,0,5,3,2,3,3,388238,138656,9243750,21
552,1461,3,2271,168,4,2,6,0,0,0,2,0,3,2,3,2,2,644646,296189,17422860,13
553,2728,3,1915,31,3,2,5,4,0,1,0,0,3,3,4,3,3,327268,198344,9917200,10
554,3914,3,2152,69,3,2,5,4,0,0,2,2,5,4,2,4,3,707062,168348,16834800,30
555,6232,0,1068,167,1,1,3,1,0,2,2,2,1,3,3,4,3,288302,7587,7586885,39
556,4152,6,1810,197,3,2,5,3,0,1,0,2,3,4,4,3,4,347398,142522,8907630,54
557,6779,6,1939,149,3,2,5,1,1,2,2,1,0,4,3,2,3,380773,199906,9519320,16
558,3977,1,1905,6,2,1,5,0,0,0,1,1,5,3,3,3,3,555981,123551,20591900,25
559,10,2,1057,33,1,1,3,0,1,1,0,1,3,3,3,4,3,235229,121670,8111350,29
560,1642,6,1920,84,3,2,5,2,1,0,2,2,4,3,3,3,3,576972,263759,16484920,41
561,595,5,1577,111,1,1,4,0,0,1,2,0,4,4,4,2,3,383765,179890,11992650,10
562,1355,4,787,37,1,1,2,4,1,2,1,2,1,3,2,4,3,210265,73593,5256625,16
563,782,5,1916,129,2,1,5,0,1,1,1,0,5,3,4,4,3,500318,103007,14715230,34
564,5325,3,1527,107,2,1,4,4,1,2,0,2,5,2,3,4,3,411516,119123,10829380,22
565,216,2,1248,77,2,1,4,2,0,1,0,0,4,4,2,5,3,311904,97470,9747000,20
566,6032,6,1555,120,2,1,4,4,0,1,2,0,4,3,4,4,4,306689,113913,8762530,44
567,1055,3,2323,101,4,2,6,1,0,0,0,2,3,4,3,3,3,858938,315528,17529340,27
568,6718,2,961,31,1,1,3,0,1,1,0,2,4,4,4,2,4,229958,73586,9198300,18
569,178,2,849,22,1,1,3,0,0,2,2,2,5,3,2,4,3,264701,79410,8823380,11
570,6959,6,1938,70,3,2,5,3,1,0,0,0,0,2,4,2,3,474850,122542,15317750,25
571,521,2,1147,31,1,1,3,0,0,2,0,0,5,2,2,3,2,335029,131981,10152390,40
572,5925,1,1976,82,2,1,5,0,1,0,2,0,4,2,2,2,2,662045,342437,22829130,14
